Section,Instructor,TA,Section_TA,Next,Running,Reachout,Reachout_1,Reachout_2,Running_exam,Exam 1,Exam 2,Exam 3,Exam 4,Polling_1,Polling_2,Polling_3,Polling_4,Polling_5,Polling_6,Polling_7,Polling_8,Polling_9,Polling_10,Polling_11,Polling_12,Polling_13,Polling_14,Polling_15,Polling_16,Polling_17,Polling_18,Polling_19,Polling_20,Polling_21,Polling_22,Polling_23,Polling_24,Polling_25,RQ_1,RQ_2,RQ_3,RQ_4,RQ_5,RQ_6,RQ_7,RQ_8,RQ_9,RQ_10,RQ_11,RQ_12,RQ_13,RQ_14,RQ_15,RQ_16,RQ_17,RQ_18,RQ_19,RQ_20,RQ_21,RQ_22,RQ_23,RQ_24,RQ_25,Grade,Minor,c_running,Below,Compliance,Firstgen,Female
2,2,16,216,76,87.8,0,0,0,84,84,76,89,91,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,1.5,2,2,2,2,1.56,2,1.1,1.84,2,1.25,1.75,2,2,2,2,1.46,1.8,2,2,2,2,2,2,2,2,1.2,2,1.5,2,93.82,0,16.3,0,1,0,1
1,1,28,128,86,94.31,0,0,0,84,89,84,86,80,2,1.33,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.78,1.78,1.84,2,2,2,2,2,2,2,2,2,2,2,2,1.8,2,2,2,2,2,2,2,2,93.82,0,22.81,0,1,0,1
1,1,31,131,79,94.85,0,0,0,90,85,90,79,79,2,2,2,2,1.6,2,2,2,0.8,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.5,2,2,93.82,0,23.35,0,1,1,1
2,2,18,218,92,88.08,0,0,0,85,85,92,82,90,2,2,1.6,1.67,2,1.5,2,2,2,2,2,0,2,2,2,2,2,2,2,1.67,2,2,1.33,2,1.5,1.56,1.75,1.78,1.64,2,1.75,1.25,2,1.8,2,2,0,2,2,2,2,2,2,1.75,2,2,1.6,2,2,2,93.83,0,16.58,0,1,0,0
3,2,24,324,63,86,0,0,0,82,82,63,85,95,2,2,2,1.78,2,0,2,0,0,2,2,0,0,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,1.8,2,2,1.75,2,1.75,2,2,0,2,2,2,1.8,2,2,2,2,1.75,2,2,2,2,93.83,0,14.5,0,1,0,1
2,1,31,231,92,93.79,0,0,0,75,87,75,92,84,0,2,1.67,1.14,2,2,2,1.6,2,2,2,1.78,2,2,1.2,2,2,2,2,2,2,2,2,1.6,2,2,2,1.8,2,2,2,1.75,2,2,2,2,2,2,2,2,2,2,2,2,1.8,2,1.75,2,2,1.8,93.83,0,22.29,0,1,1,0
2,1,1,201,93,90.09,0,0,0,73,78,73,93,91,2,1.75,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,1.82,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.5,2,2,2,93.84,0,18.59,0,1,1,0
2,1,20,220,98,89.53,0,0,0,79,0,79,98,89,2,2,2,2,2,2,2,0,2,2,2,1.78,2,1.5,0,2,2,2,0,2,2,2,2,0.8,2,1.34,2,1.8,2,2,1.82,1.5,2,1.75,2,2,2,2,2,2,1.8,1.4,2,1.8,1.8,2,1.25,2,2,2,93.84,0,18.03,0,1,1,0
2,2,24,224,86,89.23,0,0,0,90,90,86,91,83,2,2,2,2,2,2,0,2,2,0,2,2,2,0,0,0,2,2,2,2,2,2,0,2,2,1.34,1.5,2,2,2,1.75,1.75,1.46,2,2,2,2,2,2,2,2,1.6,2,2,2,2,1.2,2,1.75,2,93.84,0,17.73,0,1,1,1
2,2,17,217,77,89.88,0,0,0,88,88,77,87,91,2,2,2,0,2,0,2,2,0,0,2,2,0,2,2,2,2,2,1.75,2,2,2,0,0,2,1.78,2,2,1.84,2,1.75,2,2,2,2,2,2,2,2,2,2,2,2,1.75,2,2,2,2,1.75,2,93.85,0,18.38,0,1,1,1
2,2,18,218,87,94.77,0,0,0,93,93,87,84,81,2,1.6,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,0,0,2,2,2,1.5,2,2,2,2,2,2,2,2,2,2,1.8,2,2,2,2,2,2,2,2,2,2,2,2,93.85,1,23.27,0,1,0,1
2,2,21,221,87,92.17,0,0,0,87,87,87,85,87,2,2,2,2,2,2,2,2,2,2,2,2,1.33,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,93.85,1,20.67,0,1,0,1
2,1,28,228,89,94.98,0,0,0,73,90,73,89,84,2,2,2,2,0,2,2,0,1.75,2,1.33,2,2,0,2,2,2,2,2,2,2,2,2,1.6,2,2,1.64,2,2,2,1.46,2,2,2,2,1.82,2,2,2,2,2,2,2,2,0,2,1.75,2,2,2,93.85,0,23.48,0,1,0,0
1,1,31,131,65,97.37,0,0,0,86,95,86,65,75,1.6,2,2,2,2,2,2,2,2,1.67,1.78,2,1.71,2,2,2,2,2,2,2,2,2,2,1.33,2,1.84,1.78,2,2,2,2,1.75,2,2,2,1.8,2,2,2,2,2,2,2,2,2,2,2,1.25,2,2,93.85,0,25.87,0,1,0,0
2,2,37,237,93,90.51,0,0,0,85,85,93,81,83,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.6,2,2,2,2,1.67,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,93.85,0,19.01,0,1,0,1
3,2,3,303,75,87,0,0,0,79,79,75,97,86,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,2,2,2,2,1.64,1.5,1.8,2,1.6,1.82,2,2,2,2,1.8,2,1.75,1.8,1.8,2,1.8,2,2,2,93.86,0,15.5,0,1,0,1
1,1,31,131,84,83.68,0,0,0,54,70,54,84,90,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,1.5,2,2,2,0,2,2,0,2,2,1.84,2,2,1.84,2,1.75,1.75,1.82,2,2,2,1.82,2,2,2,1.8,2,2,2,1.8,1.78,1.8,1.5,1.8,2,93.86,0,12.18,0,1,0,0
2,1,6,206,95,87.97,0,0,0,73,77,73,95,96,2,2,2,2,2,1.75,2,1.6,2,2,1.33,1.78,2,2,0.8,2,2,2,2,1,2,1.67,2,2,2,1.78,2,1.6,2,2,2,1.75,2,2,2,2,2,2,2,2,2,2,2,2,1.4,2,1.5,2,2,2,93.87,0,16.47,0,1,1,0
2,2,26,226,86,84.09,0,0,0,75,75,86,90,91,2,2,2,2,1.67,2,2,1.5,0,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,1.78,1.75,1.56,1.68,2,2,2,1.82,2,2,2,2,2,2,2,2,2,2,1.75,2,2,2,2,1.75,2,93.88,0,12.59,0,1,0,1
2,1,32,232,90,96.04,0,0,0,77,94,77,90,90,1.67,2,2,2,2,1.5,2,2,0,2,2,0.22,0,2,1.6,2,1.71,2,2,2,0,0,0,0,2,2,2,2,2,2,2,1.75,2,0,1.8,0,2,2,2,2,1.8,2,0,2,1.6,2,2,2,1.78,2,93.88,0,24.54,0,1,1,0
2,1,8,208,95,92.36,0,0,0,68,89,68,95,87,2,1.75,2,2,1,0.75,2,2,2,2,2,2,2,2,1.6,1.6,2,1.5,0,2,2,2,2,2,2,1.32,1.68,1.4,1.75,1.25,2,1.5,2,0.75,1.4,1.46,1.8,1.6,1.2,1.6,2,1.4,2,2,1.8,2,1.75,2,1.78,2,93.9,0,20.86,0,1,1,0
1,1,11,111,89,90.31,0,0,0,81,69,81,89,80,1.6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.8,2,1.8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,93.9,1,18.81,0,1,0,1
3,2,32,332,78,93,0,0,0,88,88,78,88,92,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,0,1.25,2,2,1.8,1.75,2,2,2,1.5,1.8,2,2,0,2,2,2,1.6,1.75,2,1.8,1.75,1.8,0,2,0,93.9,0,21.5,0,1,0,0
2,2,30,230,84,89.6,0,0,0,85,85,84,87,93,2,2,2,2,1.67,2,2,0,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,2,2,1.78,2,1.56,2,1.5,1.75,1.75,2,1.8,2,2,2,2,1.8,2,1.8,1.8,2,2,1.8,1.78,2,2,2,2,93.91,0,18.1,0,1,0,1
1,1,3,103,89,85.71,0,0,0,67,72,67,89,81,0.8,1.34,2,2,2,2,2,2,2,2,1.78,2,2,2,2,2,2,2,2,2,2,2,1.33,2,2,2,2,2,2,2,2,2,2,2,0,2,1.82,2,2,0,2,2,2,2,2,2,2,2,1.8,2,93.92,0,14.21,0,1,0,1
1,1,4,104,92,94.7,0,0,0,90,76,90,92,81,1.6,2,2,2,2,2,2,2,2,2,2,2,2,1.6,2,1.5,2,2,2,2,2,2,2,0.67,2,2,1.56,0,2,2,2,1.75,1.82,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,93.92,0,23.2,0,1,1,1
2,2,7,207,88,91.17,0,0,0,90,90,88,74,92,2,2,1.6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.78,1.5,1.78,1.8,1.75,2,1.5,2,1.4,1.25,1.8,1.64,1.6,1.8,1.6,1.8,1.4,2,1.75,1.6,1.78,2,1.8,2,2,93.92,0,19.67,0,1,0,0
1,1,11,111,85,84.95,0,0,0,72,45,72,85,86,2,2,2,2,2,2,2,1.6,2,2,1.78,1.33,2,2,2,2,2,2,2,2,2,2,2,2,2,1.64,1.78,2,2,2,2,2,2,2,2,2,2,1.8,2,2,1.8,2,2,2,2,2,2,1.75,2,2,93.92,0,13.45,0,1,0,0
1,1,15,115,88,91.1,0,0,0,83,65,83,88,82,1.6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.84,1.78,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,2,2,93.92,0,19.6,0,1,0,0
2,2,3,203,89,81.13,0,0,0,72,72,89,78,95,2,1.6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.5,2,1.5,2,1.8,2,2,2,2,2,2,2,2,2,2,2,2,2,1.8,1.5,2,2,2,2,2,2,93.93,0,9.63,0,1,0,1
1,1,4,104,80,90.71,0,0,0,78,82,78,80,88,2,2,2,2,2,2,2,2,2,2,1.78,1.33,2,2,2,2,1.33,2,2,1.71,2,2,2,2,2,2,2,2,1.8,2,1.75,1.75,2,2,2,2,2,2,2,1.8,2,2,2,2,2,2,1.8,1.75,2,2,93.94,0,19.21,0,1,0,0
1,1,4,104,73,93.42,0,0,0,88,81,88,73,83,2,2,2,2,1.6,2,2,1.6,2,2,1.33,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1.48,1.78,2,2,2,2,2,2,2,2,1.8,2,2,2,2,1.8,1.8,2,2,2,2,2,1.75,2,2,93.94,0,21.92,0,1,1,1
3,2,24,324,78,87,0,0,0,93,93,78,95,96,1.33,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1.54,0.8,1.8,2,2,2,1.8,2,1.8,1.64,2,2,1.8,1.6,1.4,2,1.75,2,1.4,0,2,1.8,2,1.6,93.94,0,15.5,0,1,0,0
1,1,34,134,0,92.67,0,0,0,86,79,86,0,85,1.6,2,2,1.75,1.6,2,2,2,2,1.33,2,2,2,2,2,1.5,2,2,2,2,2,2,2,0.67,2,1.84,1.78,1.34,1.8,2,2,2,2,2,2,2,2,2,2,2,2,1.8,2,1,2,2,2,1.75,2,0,93.94,0,21.17,0,1,0,0
3,2,11,311,77,93,0,0,0,88,88,77,82,91,2,2,2,2,0,2,0,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,2,2,2,2,2,2,2,93.95,0,21.5,0,1,0,1
2,2,19,219,79,83.07,0,0,0,82,82,79,96,93,2,2,2,1.33,1.67,2,2,1,1.78,2,2,2,2,2,2,2,2,2,1.75,2,2,2,2,2,2,1.56,1.5,1.12,1,1,1.5,1.75,1.82,1.8,1,1.6,1.82,2,1.2,2,1,2,1.8,1.75,1.6,2,2,2,1.75,2,93.95,1,11.57,0,1,0,1
2,2,19,219,91,87.45,0,0,0,83,83,91,93,97,2,2,2,2,1.67,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,1.78,1.5,1.56,1.8,1.75,1.75,2,1.82,1.6,1.75,1.8,1.82,1.8,0,2,1.6,2,1.2,2,1.6,2,2,1.8,2,0,93.96,0,15.95,0,1,0,0
3,2,31,331,82,87,0,0,0,81,81,82,98,90,2,2,2,1.78,1.33,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1.56,1.68,1,1.75,1.28,2,1.6,0.75,2,2,1.8,2,2,1.8,2,2,1.75,2,1.8,1.75,2,2,2,2,93.96,0,15.5,0,1,0,1
2,2,3,203,89,90.04,0,0,0,85,85,89,0,91,2,2,2,2,1.67,2,1.67,2,2,1.5,2,2,2,2,2,2,2,1.6,2,2,2,2,0,2,2,1.56,2,1.78,2,1.75,2,1.5,2,2,2,2,2,2,2,2,2,0,2,1.75,2,0,2,0,1.75,2,93.97,0,18.54,0,1,0,1
2,2,23,223,88,87.23,0,0,0,82,82,88,76,94,2,2,2,2,1.67,2,2,2,2,2,0,2,2,2,2,2,1.33,2,2,1,2,0,2,2,0,1.56,2,1.78,2,2,1.75,1.5,2,2,2,2,2,2,2,2,2,1.8,2,2,2,2,2,2,1.5,2,93.97,0,15.73,0,1,1,1
3,2,11,311,80,86,0,0,0,75,75,80,99,84,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,1.75,2,2,1.8,2,2,1.75,1.8,2,2,1.82,2,2,2,2,2,1.8,1.75,2,1.8,2,2,2,1.78,2,93.98,1,14.5,0,1,0,0
3,2,24,324,84,88,0,0,0,78,78,84,86,91,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1.5,2,2,2,2,2,2,2,2,2,2,2,2,1.75,2,2,2,2,2,2,2,2,2,2,1.75,2,1.8,2,2,2,2,2,93.98,0,16.5,0,1,0,1
2,1,25,225,92,91.66,0,0,0,78,86,78,92,92,2,2,2,1.71,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.54,1.36,1.8,2,2,1.64,2,1.8,1.25,1.6,1.82,1.8,1.6,1.8,1.8,1.4,1.8,2,2,1.8,2,2,2,1.78,2,93.99,0,20.16,0,1,1,0
2,2,29,229,89,88.51,0,0,0,84,84,89,95,88,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.34,1.44,1.75,1.75,1.5,2,1.6,1.25,2,1.82,1.8,0.2,1.6,1.8,1.2,1.4,1.75,1.8,1.56,2,1.4,1.75,1.4,93.99,1,17.01,0,1,1,1
2,2,3,203,88,91.7,0,0,0,88,88,88,82,88,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,1.33,2,1.75,2,2,0,2,2,2,1.34,1.5,2,2,1.75,2,2,2,1.8,2,2,2,1.8,2,2,2,2,2,1.75,2,2,1.2,2,1.75,2,94.02,0,20.2,0,1,0,1
1,1,13,113,90,93.73,0,0,0,88,0,88,90,80,2,2,2,2,1.6,0,2,2,2,2,2,2,2,2,2,2,2,2,2,1.71,2,2,2,2,2,2,1.78,2,2,2,1.75,2,2,2,2,2,2,1.8,2,2,2,2,2,2,2,2,2,1.75,2,2,94.02,0,22.23,0,1,1,1
2,1,20,220,91,91.38,0,0,0,64,83,64,91,92,2,2,2,2,1,1.75,2,2,2,2,1.33,0,2,2,2,2,1.71,2,2,2,2,2,2,0.4,2,1.78,1.8,1.6,2,2,1.82,2,2,2,2,2,2,2,2,2,2,2,2,2,1.8,2,1.75,2,2,1.8,94.02,0,19.88,0,1,0,0
1,1,36,136,83,89.67,0,0,0,80,69,80,83,87,1.2,2,2,2,2,2,2,2,2,2,2,2,2,1.6,2,2,2,2,2,1.71,2,2,2,2,2,2,2,2,2,2,1.75,2,2,2,2,1.8,2,2,2,2,2,2,2,2,2,2,2,1.75,2,2,94.02,0,18.17,0,1,1,0
2,1,28,228,90,94.04,0,0,0,75,87,75,90,86,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.71,1.5,2,2,2,2,2,2,2,2,1.84,2,2,2,2,2,2,2,1.6,2,2,2,2,2,2,2,2,2,2,2,1.5,2,2,2,94.04,0,22.54,0,1,1,1
2,2,30,230,86,81.2,0,0,0,79,79,86,83,94,2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1.54,2,2,2,2,1.82,1.8,2,1.8,2,2,2,0,2,2,2,2,2,2,2,2,1.5,2,94.04,1,9.7,0,1,1,1
3,2,31,331,83,87,0,0,0,88,88,83,92,93,2,2,1.71,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,2,2,1.75,1.56,1.32,0,2,2,1.75,2,1.75,0,2,2,1.6,2,2,2,2,2,0,1.6,1.75,2,1.6,2,1.6,94.04,1,15.5,0,1,0,1
3,2,31,331,81,86,0,0,0,76,76,81,86,95,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.5,2,2,2,2,2,1.25,2,2,2,2,2,2,1.8,2,2,2,1.75,2,1.8,2,2,2,2,1.8,94.05,0,14.5,0,1,0,1
2,2,23,223,89,80.39,0,0,0,90,90,89,92,92,2,2,2,2,2,2,2,2,2,2,2,1.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.5,1.78,1.84,2,2,1.75,2,2,2,2,1.82,2,1.4,2,2,1.8,2,2,2,2,2,2,2,2,94.06,0,8.89,0,1,0,0
1,1,4,104,85,87.63,0,0,0,65,76,65,85,86,1.6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.33,2,2,2,2,2,0,2,2,1.52,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,94.07,0,16.13,0,1,0,1
2,2,7,207,87,85.89,0,0,0,77,77,87,80,96,2,2,2,2,2,2,2,0.5,2,2,2,1.5,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,1.8,2,2,1.8,2,2,2,2,2,2,1.75,2,1.56,2,2,2,2,94.07,0,14.39,0,1,0,1
1,1,9,109,74,90.31,0,0,0,81,74,81,74,89,2,2,2,2,2,2,2,1.6,2,2,2,2,2,2,2,1.5,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.8,2,2,2,2,2,2,2,2,94.07,1,18.81,0,1,0,1
2,1,28,228,91,89.91,0,0,0,71,78,71,91,94,2,2,2,1.71,2,2,2,1.6,2,2,2,2,2,2,1.6,2,2,2,2,2,2,1.67,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.5,2,2,2,94.07,0,18.41,0,1,1,1
1,1,14,114,85,92.86,0,0,0,86,71,86,85,84,1.6,2,2,2,2,2,2,2,2,2,1.78,2,2,2,2,1.5,2,1.6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,1.5,1.8,0,94.08,0,21.36,0,1,1,1
2,1,32,232,97,91.36,0,0,0,83,81,83,97,89,1.67,2,2,2,2,2,2,2,2,2,2,1.78,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.6,2,1.75,2,1.75,2,2,2,2,2,2,2,2,2,1.8,2,2,1.8,2,2,2,2,2,94.08,0,19.86,0,1,1,1
3,2,1,301,79,93,0,0,0,89,89,79,86,87,2,2,2,2,2,2,2,2,1.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.8,2,2,2,2,2,2,1.8,1.8,2,2,2,1.8,2,2,2,2,2,94.09,0,21.5,0,1,0,1
2,2,19,219,91,76.98,0,0,0,65,65,91,93,80,2,2,1.6,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,1.75,2,1.84,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.6,2,2,2,1.75,2,94.09,0,5.48,0,1,0,0
2,2,26,226,88,93.92,0,0,0,91,91,88,85,85,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,2,2,1.78,1.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.6,2,1.75,2,1.76,1.2,2,1.5,2,94.09,0,22.42,0,1,1,1
2,2,29,229,86,92.19,0,0,0,88,88,86,82,89,2,2,2,1.67,2,2,2,2,0,2,2,2,2,2,0,2,2,0,2,0,1.5,2,0,2,0,2,1.75,2,2,2,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.25,2,94.1,0,20.69,0,1,0,0
2,1,1,201,90,94.19,0,0,0,74,88,74,90,87,2,2,2,2,2,2,2,2,2,2,2,1.78,2,2,2,2,2,2,1.71,2,2,2,0,2,1,2,2,1.8,2,2,2,1.75,2,2,2,1.82,2,2,2,2,2,2,2,1.8,1.8,2,1.75,2,2,2,94.11,0,22.69,0,1,1,1
3,2,11,311,81,91,0,0,0,85,85,81,91,86,2,1.6,2,1.78,2,2,2,1.5,2,2,2,2,2,2,2,2,2,2,1.5,2,2,2,1.6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.8,94.11,0,19.5,0,1,0,1
2,1,22,222,96,90.19,0,0,0,76,79,76,96,89,2,2,2,0.29,2,2,2,2,2,2,0.67,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.8,2,1.75,2,2,2,2,1.8,2,2,2,2,2,2,2,2,2,1.8,0,1.75,2,2,2,94.11,0,18.69,0,1,1,1
1,1,28,128,86,83.84,0,0,0,71,69,71,86,88,2,0,2,2,2,2,2,2,2,2,1.78,2,2,1.2,2,1.5,2,2,2,2,2,2,2,2,2,1.68,1.78,1.56,1.52,2,2,1.75,2,1.2,1.5,1.8,2,2,2,1.8,1.6,1.6,2,1.75,2,2,1.4,2,2,1.6,94.11,0,12.34,0,1,1,0
2,2,24,224,85,82.74,0,0,0,72,72,85,88,91,2,1.6,2,2,0,2,2,2,1.78,0,2,2,1.33,2,2,0,2,1.6,0,2,2,1.33,2,2,2,1.78,2,2,2,2,2,1.75,1.82,2,2,2,2,2,2,2,2,2,2,1.75,2,2,1.6,2,2,2,94.12,0,11.24,0,1,0,0
3,2,24,324,67,91,0,0,0,84,84,67,90,88,2,2,2,2,2,2,2,2,2,2,2,1.67,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,1.8,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,2,2,1.75,2,2,2,2,94.12,0,19.5,0,1,0,1
1,1,33,133,90,92.81,0,0,0,79,87,79,90,82,2,2,2,2,2,2,2,2,2,2,1.78,2,2,1.6,2,1.5,2,2,2,2,0,2,0,2,2,1.84,2,2,1.84,2,2,2,2,2,2,1.8,1.82,2,2,1.6,2,2,2,2,2,2,2,1.5,2,2,94.12,0,21.31,0,1,0,1
1,1,28,128,82,88.07,0,0,0,66,77,66,82,89,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,2,2,2,1.8,2,2,2,2,2,2,2,1.8,0,2,1.82,2,2,1.8,0,2,2,2,2,1.78,2,0,2,2,94.13,0,16.57,0,1,1,0
1,1,28,128,86,93.07,0,0,0,86,73,86,86,84,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.84,1.78,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,2,2,94.13,0,21.57,0,1,0,1
3,2,31,331,77,90,0,0,0,82,82,77,93,88,2,2,2,2,2,2,2,2,2,1,0,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1.75,2,2,2,2,2,1.25,2,2,2,2,2,1.6,2,2,2,2,1.75,2,1.8,2,2,2,2,2,94.13,1,18.5,0,1,1,1
1,1,36,136,96,91.84,0,0,0,62,84,62,96,74,2,2,2,2,2,2,2,2,2,1.67,1.78,1.33,2,1.6,2,2,2,2,2,2,2,2,2,2,1,1.84,1.78,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,94.13,0,20.34,0,1,1,1
3,2,18,318,92,86,0,0,0,88,88,92,100,94,2,0,2,1.56,0,0,2,1.75,2,2,2,1.33,2,0,1.6,2,2,0,2,2,2,0,0,0,1.33,0,1.56,0.84,1.8,2,0,1.75,2,2,2,2,2,2,2,0,2,2,1.75,2,2,1.75,0,2,0.22,2,94.14,0,14.5,0,1,0,0
2,2,23,223,86,89.02,0,0,0,83,83,86,79,94,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.33,2,2,1.78,2,2,2,2,2,1.5,2,2,2,2,2,2,2,2,2,1.6,2,1.75,2,2,2,2,1.75,2,94.14,0,17.52,0,1,0,1
1,1,28,128,89,82.31,0,0,0,55,66,55,89,89,2,2,2,2,2,2,2,1.6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.68,2,1.56,1.84,1.25,2,2,2,2,1.5,2,2,2,2,2,2,1.8,1.6,1.75,2,2,2,1.75,2,2,94.15,0,10.81,0,1,0,0
1,1,31,131,85,89.8,0,0,0,76,80,76,85,86,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,1.48,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.8,1.8,2,2,2,2,2,1.75,2,2,94.16,0,18.3,0,1,0,1
3,2,3,303,88,95,0,0,0,93,93,88,90,83,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,1.48,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,2,2,2,2,2,1.78,0,94.17,0,23.5,0,1,0,1
2,2,29,229,96,89.27,0,0,0,88,88,96,90,90,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1.5,1.56,1.8,1.75,1.5,1.5,1.62,1.2,1.25,2,1.62,1.4,1.8,2,1.6,1.6,1.2,1.75,1.6,0.9,2,1,1.75,2,94.17,0,17.77,0,1,0,1
1,1,36,136,0,93.66,0,0,0,75,90,75,0,84,2,1.34,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0,2,0,2,2,2,2,1.8,1.56,2,1.84,1.5,2,1.75,1.64,1.8,1.5,1.8,2,1.8,2,2,1.8,2,2,2,2,2,2,2,1.8,2,94.17,0,22.16,0,1,0,1
1,1,36,136,82,94.72,0,0,0,83,90,83,82,82,2,2,2,2,2,1,2,1.6,2,2,1.78,2,2,2,2,1.5,2,2,2,2,0,1.5,2,2,1,1.84,1.78,2,1.68,2,2,1.75,1.82,2,2,2,2,2,2,2,2,1.8,2,2,2,2,2,2,2,2,94.18,0,23.22,0,1,1,1
